"TOA5","1","CR300","1438","CR300.Std.07.00","CPU:Site 1 (Field).CR300","25977","TDR315"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","BattV","TDR315N_5_VWC_Avg","TDR315N_10_VWC_Avg","TDR315N_20_VWC_Avg","TDR315N_50_VWC_Avg","TDR315N_5_T_Avg","TDR315N_10_T_Avg","TDR315N_20_T_Avg","TDR315N_50_T_Avg","TDR315N_5_EC_Avg","TDR315N_10_EC_Avg","TDR315N_20_EC_Avg","TDR315N_50_EC_Avg","TDR315N_5_Perm_Avg","TDR315N_10_Perm_Avg","TDR315N_20_Perm_Avg","TDR315N_50_Perm_Avg"
"2023-02-18 06:00:00",16,"Site 1",30.55085,-96.41281,75,12.02,30.87,24.9,39.3,37.87,6.567,7.767,9.7,12.9,27,26,425,459,17.2,13.37,24.27,22.87
"2023-02-18 07:00:00",17,"Site 1",30.55085,-96.41281,75,11.99,30.83,24.87,39.1,37.93,6.367,7.5,9.5,12.93,26,26,422,458.7,17.2,13.37,24.07,22.93
"2023-02-18 08:00:00",18,"Site 1",30.55085,-96.41281,75,12.13,30.87,24.9,39.17,37.93,6.2,7.3,9.27,12.9,26,25,419.7,457.7,17.2,13.37,24.13,22.93
"2023-02-18 09:00:00",19,"Site 1",30.55085,-96.41281,75,12.56,30.83,24.9,39.13,37.97,6.6,7.233,9.1,12.83,26.33,25,417,457,17.17,13.4,24.1,22.97
"2023-02-18 10:00:00",20,"Site 1",30.55085,-96.41281,75,12.91,30.8,24.9,39.17,37.87,7.667,7.6,8.9,12.8,27,26,415.3,456.7,17.13,13.37,24.1,22.87
"2023-02-18 11:00:00",21,"Site 1",30.55085,-96.41281,75,13.02,30.67,24.9,39.03,37.83,8.57,8.17,8.97,12.77,28,26,415.7,456,17.1,13.33,24,22.83
"2023-02-18 12:00:00",22,"Site 1",30.55085,-96.41281,75,13.45,30.6,24.83,39.07,37.83,9.37,8.7,9.1,12.63,28.67,26.33,417,455,17.03,13.3,24,22.83
"2023-02-18 13:00:00",23,"Site 1",30.55085,-96.41281,75,13.65,30.53,24.77,39.07,37.93,10.3,9.4,9.37,12.63,29.33,27,419.3,453.7,16.97,13.23,24,22.93
"2023-02-18 14:00:00",24,"Site 1",30.55085,-96.41281,75,13.11,30.43,24.67,39,38,11.23,10.07,9.63,12.6,30,27.67,423.3,454,16.93,13.2,23.97,23
"2023-02-18 15:00:00",25,"Site 1",30.55085,-96.41281,75,13.03,30.33,24.57,39.03,38,12.23,10.83,10.03,12.6,31,28,427.3,453.3,16.87,13.17,24.03,23
"2023-02-18 16:00:00",26,"Site 1",30.55085,-96.41281,75,13.8,30.23,24.43,39.1,37.9,12.67,11.47,10.37,12.53,31.67,28.67,432,452,16.77,13.07,24.03,22.9
"2023-02-18 17:00:00",27,"Site 1",30.55085,-96.41281,75,13.52,30.2,24.4,39.13,37.9,12.5,11.73,10.77,12.4,31.33,29,436.3,451,16.73,13.03,24.07,22.9
"2023-02-18 18:00:00",28,"Site 1",30.55085,-96.41281,75,12.78,30.17,24.37,39.1,37.9,11.97,11.7,11.03,12.47,31,29,440.3,451.7,16.7,13.03,24.1,22.9
"2023-02-18 19:00:00",29,"Site 1",30.55085,-96.41281,75,12.7,30.17,24.33,39.2,37.83,11.4,11.5,11.17,12.4,30.33,28.67,442,451,16.77,13,24.13,22.83
"2023-02-18 20:00:00",30,"Site 1",30.55085,-96.41281,75,12.64,30.17,24.3,39.23,37.93,10.97,11.17,11.2,12.37,30,28,442.7,451.3,16.77,13,24.2,22.93
"2023-02-18 21:00:00",31,"Site 1",30.55085,-96.41281,75,12.59,30.17,24.3,39.2,37.93,10.6,10.97,11.2,12.4,30,28,442.3,451,16.67,13,24.13,22.93
"2023-02-18 22:00:00",32,"Site 1",30.55085,-96.41281,75,12.55,30.13,24.33,39.1,37.9,10.33,10.73,11.1,12.37,29,28,441,451,16.7,13,24.1,22.9
"2023-02-18 23:00:00",33,"Site 1",30.55085,-96.41281,75,12.51,30.13,24.3,39.23,37.83,10.17,10.57,11.1,12.37,29,28,440.3,451,16.7,13,24.2,22.83
"2023-02-19 00:00:00",34,"Site 1",30.55085,-96.41281,75,12.47,30.13,24.27,39.1,37.83,10.03,10.43,11.03,12.37,29,27,439.7,451,16.7,13,24.07,22.83
"2023-02-19 01:00:00",35,"Site 1",30.55085,-96.41281,75,12.44,30.1,24.23,39.23,37.83,9.83,10.3,10.9,12.4,29,27,438.7,451,16.67,12.93,24.13,22.83
"2023-02-19 02:00:00",36,"Site 1",30.55085,-96.41281,75,12.4,30.1,24.23,39.17,37.8,9.7,10.13,10.83,12.37,29,27,437,451,16.67,13,24.13,22.8
"2023-02-19 03:00:00",37,"Site 1",30.55085,-96.41281,75,12.37,30.03,24.23,39.17,37.93,9.6,10.03,10.73,12.37,29,27,436.7,451.7,16.6,13,24.1,22.93
"2023-02-19 04:00:00",38,"Site 1",30.55085,-96.41281,75,12.33,30,24.23,39.03,37.87,9.57,9.93,10.67,12.37,28,27,435.3,451.7,16.6,12.97,23.97,22.87
"2023-02-19 05:00:00",39,"Site 1",30.55085,-96.41281,75,12.29,29.97,24.2,39.03,37.83,9.37,9.8,10.63,12.4,28,27,434.7,451.3,16.6,13,24,22.83
"2023-02-19 06:00:00",40,"Site 1",30.55085,-96.41281,75,12.26,29.93,24.2,39.1,37.83,9.13,9.67,10.47,12.4,28,27,433.3,451.3,16.6,13,24.03,22.87
"2023-02-19 07:00:00",41,"Site 1",30.55085,-96.41281,75,12.22,29.97,24.17,39.1,37.93,8.9,9.53,10.43,12.4,28,27,433,451.3,16.6,12.97,24.03,22.93
"2023-02-19 08:00:00",42,"Site 1",30.55085,-96.41281,75,12.45,29.97,24.2,39.03,37.77,8.67,9.33,10.3,12.37,28,26,431.3,451,16.6,12.93,24,22.8
"2023-02-19 09:00:00",43,"Site 1",30.55085,-96.41281,75,12.79,29.93,24.2,39.13,37.83,9.33,9.43,10.27,12.4,28,26,429.3,451,16.57,12.93,24.1,22.87
"2023-02-19 10:00:00",44,"Site 1",30.55085,-96.41281,75,12.89,29.9,24.17,39.07,37.9,10.23,9.8,10.17,12.33,29,27,429,450.7,16.53,12.9,24.03,22.9
"2023-02-19 11:00:00",45,"Site 1",30.55085,-96.41281,75,13.02,29.8,24.2,39.1,37.83,11.7,10.5,10.23,12.33,30,27.33,430.7,450.7,16.43,12.9,24.03,22.87
"2023-02-19 12:00:00",46,"Site 1",30.55085,-96.41281,75,13.45,29.63,24.1,39.1,37.9,13.33,11.47,10.53,12.33,31.67,28,433.7,449.7,16.33,12.9,24,22.9
"2023-02-19 13:00:00",47,"Site 1",30.55085,-96.41281,75,13.13,29.57,24.03,39,37.87,14.67,12.53,10.97,12.27,32.67,29,438.7,449.7,16.33,12.83,23.97,22.9
"2023-02-19 14:00:00",48,"Site 1",30.55085,-96.41281,75,13.2,29.5,24,39.17,37.93,15.47,13.43,11.47,12.33,33.67,30,444.7,449,16.23,12.83,24.1,22.93
"2023-02-19 15:00:00",49,"Site 1",30.55085,-96.41281,75,12.98,29.43,23.93,39.13,37.93,16.1,14.1,12.03,12.3,34,30.33,451.3,449.7,16.2,12.77,24.13,22.93
"2023-02-19 16:00:00",50,"Site 1",30.55085,-96.41281,75,13.08,29.43,23.83,39.27,37.93,16.5,14.7,12.43,12.27,35,31,457.3,449,16.2,12.73,24.2,22.93
"2023-02-19 17:00:00",51,"Site 1",30.55085,-96.41281,75,13.33,29.27,23.77,39.27,37.8,16.63,15.07,12.93,12.3,35,31,462.7,449.3,16.17,12.67,24.2,22.8
"2023-02-19 18:00:00",52,"Site 1",30.55085,-96.41281,75,12.92,29.23,23.7,39.27,37.83,16.13,15.2,13.3,12.27,34.33,31,467.3,449.7,16.03,12.6,24.27,22.83
"2023-02-19 19:00:00",53,"Site 1",30.55085,-96.41281,75,12.73,29.3,23.67,39.3,37.87,15.5,15,13.57,12.3,34,31,470.3,450,16.1,12.6,24.2,22.87
"2023-02-19 20:00:00",54,"Site 1",30.55085,-96.41281,75,12.68,29.27,23.67,39.2,37.87,14.9,14.7,13.67,12.3,33.33,31,471.7,451,16.1,12.6,24.17,22.87
"2023-02-19 21:00:00",55,"Site 1",30.55085,-96.41281,75,12.64,29.3,23.67,39.23,37.83,14.47,14.37,13.67,12.37,33,30.67,472,451,16.13,12.6,24.17,22.83
"2023-02-19 22:00:00",56,"Site 1",30.55085,-96.41281,75,12.6,29.23,23.6,39.23,37.9,14.03,14.1,13.6,12.4,32.67,30,472,451,16.1,12.6,24.13,22.9
"2023-02-19 23:00:00",57,"Site 1",30.55085,-96.41281,75,12.55,29.27,23.6,39.2,37.8,13.8,13.87,13.6,12.43,32,30,470.7,452,16.07,12.6,24.2,22.83
"2023-02-20 00:00:00",58,"Site 1",30.55085,-96.41281,75,12.52,29.23,23.53,39.2,37.9,13.63,13.63,13.47,12.5,32,30,470.3,453,16.1,12.53,24.17,22.9
"2023-02-20 01:00:00",59,"Site 1",30.55085,-96.41281,75,12.48,29.2,23.57,39.07,37.9,13.43,13.53,13.4,12.53,32,30,469.3,453.3,16.07,12.57,24.03,22.9
"2023-02-20 02:00:00",60,"Site 1",30.55085,-96.41281,75,12.44,29.2,23.53,39.17,37.83,13.37,13.43,13.4,12.57,32,30,467.3,454,16.03,12.53,24.13,22.87
"2023-02-20 03:00:00",61,"Site 1",30.55085,-96.41281,75,12.41,29.17,23.43,39.17,37.9,13.6,13.43,13.27,12.63,32,30,467,454.3,16.07,12.5,24.1,22.9
"2023-02-20 04:00:00",62,"Site 1",30.55085,-96.41281,75,12.38,29.17,23.5,39.23,37.87,13.83,13.57,13.23,12.7,32,30,467.3,454.7,16.03,12.5,24.17,22.87
"2023-02-20 05:00:00",63,"Site 1",30.55085,-96.41281,75,12.34,29.17,23.6,39.17,37.87,14,13.67,13.27,12.73,32,30,467,455.3,16,12.6,24.13,22.87
"2023-02-20 06:00:00",64,"Site 1",30.55085,-96.41281,75,12.32,29.17,23.57,39.07,37.87,14.13,13.8,13.3,12.73,32,30,468,455.7,16,12.57,24.03,22.87
"2023-02-20 07:00:00",65,"Site 1",30.55085,-96.41281,75,12.29,29.13,23.53,39.23,37.87,14.27,13.9,13.37,12.8,32.33,30,469.3,456,16,12.53,24.17,22.87
"2023-02-20 08:00:00",66,"Site 1",30.55085,-96.41281,75,12.28,29.07,23.5,39.2,37.83,14.47,14.07,13.47,12.83,33,30,470,456.3,16,12.5,24.17,22.83
"2023-02-20 09:00:00",67,"Site 1",30.55085,-96.41281,75,12.45,29.07,23.5,39.03,37.87,14.77,14.2,13.5,12.83,33,30,470.7,456.7,16,12.53,24,22.9
"2023-02-20 10:00:00",68,"Site 1",30.55085,-96.41281,75,12.68,29,23.5,39.2,37.87,15.33,14.5,13.63,12.9,33.33,30.67,472,457,15.93,12.53,24.1,22.87
"2023-02-20 11:00:00",69,"Site 1",30.55085,-96.41281,75,12.77,29,23.53,39.2,37.87,16.6,14.97,13.8,12.9,34.67,31,474,457.3,15.97,12.53,24.13,22.87
"2023-02-20 12:00:00",70,"Site 1",30.55085,-96.41281,75,13.16,28.8,23.4,39.17,37.8,18.23,15.93,14.07,12.93,36,31.67,477.3,457.3,15.8,12.5,24.13,22.8
"2023-02-20 13:00:00",71,"Site 1",30.55085,-96.41281,75,12.99,28.67,23.33,39.27,37.97,19.43,16.9,14.5,12.93,37.33,32.33,481.3,457.7,15.73,12.43,24.27,22.97
"2023-02-20 14:00:00",72,"Site 1",30.55085,-96.41281,75,12.83,28.5,23.17,39.07,37.93,20.4,17.8,14.97,13,38,33.33,489.3,458,15.6,12.37,24,22.93
"2023-02-20 15:00:00",73,"Site 1",30.55085,-96.41281,75,12.89,28.33,23.03,39.27,37.97,20.9,18.53,15.5,13.03,39,34,495.3,457.7,15.47,12.3,24.23,22.97
"2023-02-20 16:00:00",74,"Site 1",30.55085,-96.41281,75,13,28.1,22.87,38.97,37.9,20.87,18.97,16,13,39,34,502,457.7,15.37,12.17,23.93,22.9
"2023-02-20 17:00:00",75,"Site 1",30.55085,-96.41281,75,13.25,28.1,22.83,39.17,38,20.67,19.1,16.43,13.07,38.67,34,507.3,458.7,15.37,12.13,24.13,23
"2023-02-20 18:00:00",76,"Site 1",30.55085,-96.41281,75,13.23,28.03,22.73,39.2,37.8,20.17,19.07,16.6,13.1,38,34,510.3,458.7,15.27,12.1,24.17,22.87
"2023-02-20 19:00:00",77,"Site 1",30.55085,-96.41281,75,12.77,27.97,22.6,39.23,37.83,19.57,18.9,16.9,13.2,37.67,34,513.7,461,15.27,12,24.2,22.87
"2023-02-20 20:00:00",78,"Site 1",30.55085,-96.41281,75,12.69,27.97,22.6,39.3,37.93,18.97,18.53,16.97,13.2,36.67,34,514.3,461,15.23,12,24.27,22.93
"2023-02-20 21:00:00",79,"Site 1",30.55085,-96.41281,75,12.64,28.03,22.57,39.2,37.83,18.47,18.2,16.97,13.3,36,33,514,462.3,15.27,12,24.17,22.83
"2023-02-20 22:00:00",80,"Site 1",30.55085,-96.41281,75,12.61,28,22.6,39.2,37.83,18.17,17.93,16.87,13.33,36,33,513.7,462.7,15.27,12,24.13,22.83
"2023-02-20 23:00:00",81,"Site 1",30.55085,-96.41281,75,12.57,27.97,22.53,39.23,37.97,18.07,17.77,16.83,13.43,35.67,33,512.7,464,15.23,12,24.2,22.97
"2023-02-21 00:00:00",82,"Site 1",30.55085,-96.41281,75,12.53,27.93,22.57,39.33,37.97,17.77,17.6,16.7,13.5,35,33,512.7,465.7,15.2,12,24.23,22.97
"2023-02-21 01:00:00",83,"Site 1",30.55085,-96.41281,75,12.49,27.93,22.5,39.2,37.93,17.5,17.43,16.67,13.6,35,32,510.3,466,15.2,12,24.17,22.93
"2023-02-21 02:00:00",84,"Site 1",30.55085,-96.41281,75,12.46,27.9,22.5,39.2,37.83,17.23,17.2,16.6,13.67,35,32,510,467.7,15.2,11.93,24.13,22.83
"2023-02-21 03:00:00",85,"Site 1",30.55085,-96.41281,75,12.42,27.97,22.53,39.17,37.97,16.97,17,16.5,13.77,34,32,509,468.3,15.23,11.97,24.17,22.97
"2023-02-21 04:00:00",86,"Site 1",30.55085,-96.41281,75,12.39,27.83,22.4,39.1,37.9,16.7,16.73,16.37,13.8,34,32,507.3,468.7,15.2,11.93,24.07,22.9
"2023-02-21 05:00:00",87,"Site 1",30.55085,-96.41281,75,12.35,27.87,22.5,39.2,37.9,16.5,16.6,16.27,13.87,34,31.67,506,469.7,15.17,12,24.17,22.9
"2023-02-21 06:00:00",88,"Site 1",30.55085,-96.41281,75,12.32,27.87,22.5,39,38,16.3,16.43,16.17,13.93,34,31,504.3,470.7,15.17,11.93,23.97,23
"2023-02-21 07:00:00",89,"Site 1",30.55085,-96.41281,75,12.29,27.77,22.47,39.2,38,16.2,16.27,16.07,14,33.33,31,503,471.7,15.17,11.93,24.13,23
"2023-02-21 08:00:00",90,"Site 1",30.55085,-96.41281,75,12.32,27.77,22.43,39.2,37.87,16.27,16.2,15.9,14.03,33.33,31,503.3,472,15.1,11.9,24.1,22.87
"2023-02-21 09:00:00",91,"Site 1",30.55085,-96.41281,75,12.54,27.77,22.43,39.3,37.93,16.57,16.27,15.9,14.07,33.67,31,502,472.3,15.1,11.93,24.23,22.93
"2023-02-21 10:00:00",92,"Site 1",30.55085,-96.41281,75,12.89,27.77,22.5,39.1,37.93,17.03,16.47,15.9,14.1,34,31,500.7,472,15.1,11.9,24.07,22.93
"2023-02-21 11:00:00",93,"Site 1",30.55085,-96.41281,75,13.01,27.7,22.47,39.13,38,17.97,16.83,15.93,14.13,35,32,501,472.3,15.07,11.9,24.1,23
"2023-02-21 12:00:00",94,"Site 1",30.55085,-96.41281,75,13.34,27.53,22.37,39,38.07,19.33,17.57,16.07,14.17,35.67,32,503.3,473,14.97,11.9,24,23.07
"2023-02-21 13:00:00",95,"Site 1",30.55085,-96.41281,75,13.01,27.27,22.2,39.37,38.07,20.73,18.47,16.37,14.2,37,33,508,473.7,14.8,11.8,24.33,23.07
"2023-02-21 14:00:00",96,"Site 1",30.55085,-96.41281,75,12.83,27.17,22.17,39.17,37.9,21.7,19.37,16.77,14.2,38,34,512.7,472.7,14.77,11.73,24.1,22.9
"2023-02-21 15:00:00",97,"Site 1",30.55085,-96.41281,75,12.82,26.97,22.03,39.3,38.1,22.2,20,17.2,14.2,38,34,519.3,474.7,14.63,11.7,24.23,23.1
"2023-02-21 16:00:00",98,"Site 1",30.55085,-96.41281,75,12.81,26.77,21.9,39.1,38,22.2,20.4,17.67,14.23,38,34,525,475.3,14.47,11.63,24.03,23
"2023-02-21 17:00:00",99,"Site 1",30.55085,-96.41281,75,13.24,26.6,21.83,39.3,38.03,21.73,20.5,18,14.3,37.67,34,529,474.3,14.4,11.6,24.2,23.03
"2023-02-21 18:00:00",100,"Site 1",30.55085,-96.41281,75,12.7,26.6,21.8,39.03,37.97,21.17,20.37,18.27,14.3,37,34,532,475,14.37,11.6,24,22.97
"2023-02-21 19:00:00",101,"Site 1",30.55085,-96.41281,75,12.65,26.5,21.63,39.07,38,20.67,20.07,18.33,14.4,36,33.67,533.3,475.7,14.33,11.5,24.03,23
"2023-02-21 20:00:00",102,"Site 1",30.55085,-96.41281,75,12.6,26.5,21.6,39.07,37.93,20.27,19.83,18.4,14.4,36,33,533.3,476.3,14.3,11.5,24,22.93
"2023-02-21 21:00:00",103,"Site 1",30.55085,-96.41281,75,12.55,26.43,21.63,39.07,38,20,19.63,18.37,14.47,35,33,533,477.3,14.3,11.5,23.97,23
"2023-02-21 22:00:00",104,"Site 1",30.55085,-96.41281,75,12.51,26.4,21.6,39.27,37.97,19.77,19.43,18.3,14.53,35,33,532.7,478,14.3,11.5,24.27,22.97
"2023-02-21 23:00:00",105,"Site 1",30.55085,-96.41281,75,12.47,26.33,21.6,39.2,38,19.57,19.23,18.2,14.63,35,32,530.7,479,14.23,11.5,24.1,23
"2023-02-22 00:00:00",106,"Site 1",30.55085,-96.41281,75,12.43,26.3,21.53,39.2,37.97,19.43,19.13,18.23,14.63,35,32,530,480.3,14.2,11.43,24.1,22.97
"2023-02-22 01:00:00",107,"Site 1",30.55085,-96.41281,75,12.4,26.27,21.57,39.2,38.03,19.33,19.07,18.13,14.73,34,32,529.3,480.7,14.17,11.47,24.17,23.03
"2023-02-22 02:00:00",108,"Site 1",30.55085,-96.41281,75,12.36,26.27,21.57,39.1,38,19.23,18.97,18.13,14.83,34,32,529.7,480.7,14.17,11.47,24.07,23
"2023-02-22 03:00:00",109,"Site 1",30.55085,-96.41281,75,12.33,26.23,21.5,39.07,38.1,19.2,18.9,18.07,14.87,34,32,528.7,482.3,14.13,11.4,23.97,23.1
"2023-02-22 04:00:00",110,"Site 1",30.55085,-96.41281,75,12.3,26.17,21.5,39.2,38.1,19.07,18.8,18.03,14.9,34,32,527.7,483.3,14.1,11.4,24.13,23.1
"2023-02-22 05:00:00",111,"Site 1",30.55085,-96.41281,75,12.27,26.1,21.47,39.1,38.1,18.97,18.67,17.97,14.9,34,31.33,527,484,14.1,11.4,24.07,23.1
"2023-02-22 06:00:00",112,"Site 1",30.55085,-96.41281,75,12.25,26.1,21.47,39.27,37.97,18.83,18.57,17.93,15,34,31,526.7,484.3,14.1,11.4,24.2,22.97
"2023-02-22 07:00:00",113,"Site 1",30.55085,-96.41281,75,12.22,26.1,21.47,39.2,38.03,18.73,18.5,17.9,15.03,33,31,526.3,484.3,14.1,11.4,24.17,23.03
"2023-02-22 08:00:00",114,"Site 1",30.55085,-96.41281,75,12.2,26.1,21.47,39.1,38.03,18.7,18.43,17.83,15.07,33,31,525.3,484.3,14.1,11.4,24.03,23.03
"2023-02-22 09:00:00",115,"Site 1",30.55085,-96.41281,75,12.34,26.03,21.43,39,38.03,18.63,18.37,17.83,15.17,33,31,525,485.3,14.03,11.37,23.93,23.03
"2023-02-22 10:00:00",116,"Site 1",30.55085,-96.41281,75,12.55,26.03,21.43,39.03,38.03,19.03,18.43,17.8,15.13,33.67,31,524.3,486,14.03,11.4,23.93,23.03
"2023-02-22 11:00:00",117,"Site 1",30.55085,-96.41281,75,12.87,25.9,21.37,39,38.1,19.8,18.8,17.73,15.23,34,31.33,524.3,486.3,13.97,11.37,23.93,23.1
"2023-02-22 12:00:00",118,"Site 1",30.55085,-96.41281,75,13.13,25.77,21.3,39.17,38.07,20.73,19.3,17.83,15.2,34.67,32,525.7,486.7,13.87,11.3,24.17,23.07
"2023-02-22 13:00:00",119,"Site 1",30.55085,-96.41281,75,12.78,25.5,21.3,39.2,38.17,22.23,20.1,18.1,15.27,36,32.67,529.7,486.7,13.73,11.3,24.13,23.17
"2023-02-22 14:00:00",120,"Site 1",30.55085,-96.41281,75,12.75,25.23,21.2,39.07,38.3,23.4,21,18.4,15.3,37,33.33,533.3,488,13.53,11.27,24.03,23.3
"2023-02-22 15:00:00",121,"Site 1",30.55085,-96.41281,75,12.86,25.07,21.17,39.03,38.23,23.93,21.7,18.9,15.3,37,34,538.7,488.3,13.43,11.2,23.97,23.23
"2023-02-22 16:00:00",122,"Site 1",30.55085,-96.41281,75,12.75,24.87,21,39.33,37.93,24,22.1,19.27,15.33,37,34,544.3,488,13.37,11.2,24.3,22.93
"2023-02-22 17:00:00",123,"Site 1",30.55085,-96.41281,75,12.77,24.77,21,39.47,38.4,23.5,22.17,19.63,15.4,36.67,34,549,488,13.27,11.1,24.43,23.37
"2023-02-22 18:00:00",124,"Site 1",30.55085,-96.41281,75,13.14,24.7,20.93,39.07,38.03,22.77,21.97,19.83,15.4,36,34,550,487,13.2,11.1,24,23.03
"2023-02-22 19:00:00",125,"Site 1",30.55085,-96.41281,75,12.68,24.63,20.83,38.97,38.03,21.93,21.6,19.97,15.43,35,33.33,552.3,489.3,13.2,11.1,23.93,23.03
"2023-02-22 20:00:00",126,"Site 1",30.55085,-96.41281,75,12.61,24.67,20.83,39.03,38.13,21.27,21.13,19.97,15.47,34.67,33,552.7,490.7,13.2,11.1,24,23.13
"2023-02-22 21:00:00",127,"Site 1",30.55085,-96.41281,75,12.56,24.57,20.83,39.13,38,20.8,20.7,19.77,15.57,34,32.67,550.3,491,13.17,11.1,24.07,23
"2023-02-22 22:00:00",128,"Site 1",30.55085,-96.41281,75,12.51,24.57,20.83,39.1,38.13,20.5,20.43,19.67,15.6,34,32,548.3,490.7,13.17,11.07,24.03,23.13
"2023-02-22 23:00:00",129,"Site 1",30.55085,-96.41281,75,12.47,24.57,20.83,39.13,38,20.13,20.13,19.57,15.63,33,32,547.3,491.7,13.17,11.07,24.03,23
"2023-02-23 00:00:00",130,"Site 1",30.55085,-96.41281,75,12.43,24.53,20.83,39.07,38.1,19.9,19.9,19.4,15.8,33,32,546.7,493.3,13.13,11.03,23.97,23.1
"2023-02-23 01:00:00",131,"Site 1",30.55085,-96.41281,75,12.4,24.5,20.8,39.07,37.97,19.67,19.67,19.23,15.83,33,31,544.3,493,13.1,11.07,24,22.97
"2023-02-23 02:00:00",132,"Site 1",30.55085,-96.41281,75,12.36,24.5,20.8,39.1,38.03,19.53,19.5,19.1,15.83,33,31,542,493.7,13.1,11.03,24.07,23.03
"2023-02-23 03:00:00",133,"Site 1",30.55085,-96.41281,75,12.33,24.5,20.8,38.97,38.03,19.27,19.33,18.97,15.93,32,31,540.7,495,13.1,11.07,23.93,23.03
"2023-02-23 04:00:00",134,"Site 1",30.55085,-96.41281,75,12.29,24.5,20.8,38.93,38.07,19.27,19.2,18.83,15.9,32,31,538,497,13.1,11.03,23.87,23.07
