"TOA5","2","CR300","7174","CR300.Std.07.00","CPU:Site 2 (Field).CR300","59471","ThetaProbe"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","BattV","ThetaProbe_5_VWC_Avg","ThetaProbe_10_VWC_Avg","ThetaProbe_20_VWC_Avg","ThetaProbe_50_VWC_Avg","ThetaProbe_5_Volt_dif_Avg","ThetaProbe_10_Volt_dif_Avg","ThetaProbe_20_Volt_dif_Avg","ThetaProbe_50_Volt_dif_Avg"
"2023-03-31 02:00:00",155,"Site 2",30.5498,-96.4115,75,12.51,0.259,0.299,0.346,0.33,0.624,0.69,0.763,0.738
"2023-03-31 03:00:00",156,"Site 2",30.5498,-96.4115,75,12.48,0.259,0.299,0.346,0.33,0.624,0.69,0.763,0.738
"2023-03-31 04:00:00",157,"Site 2",30.5498,-96.4115,75,12.45,0.259,0.299,0.346,0.33,0.624,0.69,0.763,0.738
"2023-03-31 05:00:00",158,"Site 2",30.5498,-96.4115,75,12.42,0.259,0.299,0.346,0.33,0.624,0.69,0.763,0.738
"2023-03-31 06:00:00",159,"Site 2",30.5498,-96.4115,75,12.4,0.259,0.299,0.346,0.33,0.624,0.69,0.763,0.738
"2023-03-31 07:00:00",160,"Site 2",30.5498,-96.4115,75,12.38,0.259,0.299,0.346,0.33,0.623,0.689,0.763,0.738
"2023-03-31 08:00:00",161,"Site 2",30.5498,-96.4115,75,12.39,0.259,0.299,0.346,0.33,0.623,0.689,0.763,0.739
"2023-03-31 09:00:00",162,"Site 2",30.5498,-96.4115,75,12.49,0.259,0.299,0.348,0.332,0.623,0.689,0.765,0.741
"2023-03-31 10:00:00",163,"Site 2",30.5498,-96.4115,75,12.87,0.259,0.299,0.35,0.334,0.624,0.689,0.769,0.745
"2023-03-31 11:00:00",164,"Site 2",30.5498,-96.4115,75,13.06,0.26,0.299,0.352,0.336,0.625,0.69,0.772,0.748
"2023-03-31 12:00:00",165,"Site 2",30.5498,-96.4115,75,13.27,0.26,0.299,0.355,0.339,0.626,0.69,0.777,0.753
"2023-03-31 13:00:00",166,"Site 2",30.5498,-96.4115,75,13.47,0.261,0.3,0.355,0.339,0.627,0.691,0.777,0.752
"2023-03-31 14:00:00",167,"Site 2",30.5498,-96.4115,75,13.09,0.262,0.3,0.353,0.336,0.628,0.692,0.773,0.748
"2023-03-31 15:00:00",168,"Site 2",30.5498,-96.4115,75,13.45,0.262,0.301,0.354,0.337,0.628,0.693,0.774,0.749
"2023-03-31 16:00:00",169,"Site 2",30.5498,-96.4115,75,13.43,0.264,0.302,0.353,0.335,0.631,0.694,0.773,0.747
"2023-03-31 17:00:00",170,"Site 2",30.5498,-96.4115,75,13.43,0.264,0.303,0.353,0.335,0.633,0.696,0.774,0.746
"2023-03-31 18:00:00",171,"Site 2",30.5498,-96.4115,75,13.42,0.264,0.303,0.353,0.334,0.632,0.697,0.774,0.745
"2023-03-31 19:00:00",172,"Site 2",30.5498,-96.4115,75,13.41,0.263,0.303,0.354,0.334,0.631,0.697,0.774,0.745
"2023-03-31 20:00:00",173,"Site 2",30.5498,-96.4115,75,12.78,0.262,0.303,0.35,0.33,0.629,0.696,0.769,0.739
"2023-03-31 21:00:00",174,"Site 2",30.5498,-96.4115,75,12.73,0.261,0.302,0.349,0.329,0.627,0.695,0.768,0.738
"2023-03-31 22:00:00",175,"Site 2",30.5498,-96.4115,75,12.68,0.26,0.302,0.349,0.33,0.625,0.694,0.768,0.738
"2023-03-31 23:00:00",176,"Site 2",30.5498,-96.4115,75,12.65,0.259,0.301,0.349,0.33,0.623,0.693,0.767,0.738
"2023-04-01 00:00:00",177,"Site 2",30.5498,-96.4115,75,12.61,0.258,0.3,0.349,0.33,0.622,0.692,0.767,0.738
"2023-04-01 01:00:00",178,"Site 2",30.5498,-96.4115,75,12.58,0.257,0.299,0.348,0.33,0.621,0.69,0.766,0.738
"2023-04-01 02:00:00",179,"Site 2",30.5498,-96.4115,75,12.55,0.257,0.299,0.348,0.33,0.62,0.689,0.766,0.739
"2023-04-01 03:00:00",180,"Site 2",30.5498,-96.4115,75,12.52,0.256,0.298,0.347,0.33,0.618,0.689,0.765,0.739
"2023-04-01 04:00:00",181,"Site 2",30.5498,-96.4115,75,12.48,0.255,0.298,0.347,0.33,0.617,0.688,0.765,0.739
"2023-04-01 05:00:00",182,"Site 2",30.5498,-96.4115,75,12.45,0.255,0.297,0.347,0.33,0.616,0.687,0.764,0.739
"2023-04-01 06:00:00",183,"Site 2",30.5498,-96.4115,75,12.41,0.254,0.296,0.346,0.33,0.615,0.686,0.763,0.739
"2023-04-01 07:00:00",184,"Site 2",30.5498,-96.4115,75,12.37,0.253,0.296,0.346,0.33,0.614,0.685,0.763,0.739
"2023-04-01 08:00:00",185,"Site 2",30.5498,-96.4115,75,12.39,0.252,0.295,0.346,0.331,0.612,0.684,0.763,0.74
"2023-04-01 09:00:00",186,"Site 2",30.5498,-96.4115,75,12.57,0.252,0.295,0.347,0.333,0.611,0.683,0.765,0.743
"2023-04-01 10:00:00",187,"Site 2",30.5498,-96.4115,75,12.72,0.252,0.295,0.348,0.333,0.612,0.683,0.766,0.744
